Price	Screen Size	Max Screen Resolution	Processor	RAM	Hard Drive	Graphics Coprocessor	Chipset Brand	Card Description	Wireless Type	Number of USB 2.0 Ports	Number of USB 3.0 Ports	Brand Name	Series	Item model number	Operating System	Item Weight	Product Dimensions	Item Dimensions L x W x H	Color	Processor Brand	Processor Count	Computer Memory Type	Flash Memory Size	Hard Drive Interface	Hard Drive Rotational Speed	Optical Drive Type	Batteries	Screen Resolution	Average Battery Life (in hours)	Hardware Platform	Rear Webcam Resolution	Power Source	Voltage	Memory Speed	California residents	Graphics Card Ram Size	National Stock Number	Package Dimensions	Audio-out Ports (#)	Battery Type",,,,,,,
$639.99	14 inches	1920 x 1080 pixels	1.6 Core i5 8250U	8 GB DDR4	1 TB Hybrid Drive		Intel	Integrated	802.11ac	1	2	Acer	NX.GZRAA.011	NX.GZRAA.011	Windows 10 Home	3.75 pounds	2.7 x 11.5 x 18.2 inches	2.7 x 11.5 x 18.2 inches		Intel	2			eSATA	7200	No Optical Drive	3 Lithium Polymer batteries required. (included)					Corded-Electric, Battery									https://www.amazon.com//Acer-NX-GZRAA-001-14-0-Ci58250U8G-1000GB/dp/B07F3GMTHS/ref=sr_1_4930?qid=1575100803&s=computers-intl-ship&sr=1-4930
$2,026.68	0.1	1920 x 1080	8032	DDR3	flash_memory_solid_state		nvidia	Integrated		1		Lenovo	Lenovo Thinkpad	20QR001VUS		7.5 pounds	16.4 x 11.1 x 1.3 inches	16.4 x 11.1 x 1.3 inches			1		512.00	Serial ATA	0.1	No Optical Drive															https://www.amazon.com//Lenovo-20QR001VUS-P73-I7-9750h-512g/dp/B07X8Y72VJ/ref=sr_1_4931?qid=1575100803&s=computers-intl-ship&sr=1-4931
$175.00	7 inches	1280 x 800	1.33 GHz Intel Atom	1 GB LPDDR3_SDRAM	16 GB	1280x800 display			802.11b/g, 802.11bgn, 802.11b			ASUS	MeMO Pad	ME375CL-16GB-BLK-3RCB	Android 4.4 KitKat	1 pounds				intel	4	DDR3 SDRAM	16 GB				1 Lithium ion batteries required.		7 hours	Android	1000 lines_per_inch	Corded-Electric						10 x 7.4 x 2 inches			https://www.amazon.com//ASUS-QuadCore-1-33GHz-Android-Tablet-AT/dp/B01FU4YAEW/ref=sr_1_4932?qid=1575100803&s=computers-intl-ship&sr=1-4932
$1,204.19	14 inches		8032	DDR4	flash_memory_solid_state		intel	Integrated				HP	7KJ24UT#ABA	7KJ24UT#ABA		4.89 pounds					1		256.00	Serial ATA	0.01 RPM	None	1 9V batteries required.									0.01 GB		17.7 x 12.1 x 2.8 inches			https://www.amazon.com//HP-ZBook-Mobile-Workstation-Plane/dp/B07TVQ6GF5/ref=sr_1_4933?qid=1575100803&s=computers-intl-ship&sr=1-4933
$853.78	23.8	1 pixels	8032	DDR4	mechanical_hard_drive	Intel UHD Graphics 630		Integrated				Acer	DQ.VRZAA.001	DQ.VRZAA.001		23.8 pounds	14.5 x 21.3 x 1.9 inches	14.5 x 21.3 x 1.9 inches			1		1.00	Serial ATA	1	DVD-RW								1 GHz		1					https://www.amazon.com//Acer-Veriton-Z4860G-All-Computer/dp/B07N7YNCRM/ref=sr_1_4934?qid=1575100803&s=computers-intl-ship&sr=1-4934
$488.99			2.8 GHz Core i5-760	8 GB ddr4_sdram	1 TB mechanical_hard_drive	Intel UHD Graphics 630						Acer	Aspire		Windows 10	16.05 pounds				Intel	6	DDR DRAM		ATA		DVD-RW, DVD-RW DL	1 Lithium ion batteries required.			PC								19.6 x 16.8 x 9.4 inches			https://www.amazon.com//Acer-Desktop-Computer-TC-865-NESelecti5-Graphics/dp/B07MMFTDC5/ref=sr_1_4935?qid=1575100803&s=computers-intl-ship&sr=1-4935
$579.00	14 inches		Intel Core i5	8 GB	1 TB mechanical_hard_drive	On-processor graphics			802.11a, 802.11b, 802.11g	2		ASUS	ASUS Q405UA	Q405UA-BI5T5	Windows 10	3.5 pounds	12.8 x 8.9 x 0.7 inches	12.8 x 8.9 x 0.7 inches		Intel	4	DDR SDRAM					2 Lithium Metal batteries required.	1920x1080		Windows			19 volts	2400 MHz							https://www.amazon.com//ASUS-Q405UA-i5-8250U-Screen-Laptop/dp/B0778S5XDV/ref=sr_1_4936?qid=1575100803&s=computers-intl-ship&sr=1-4936
$287.70	15.6 inches	1366 x 768	2.9 GHz AMD A Series	4 GB	1 TB mechanical_hard_drive		amd		802.11ac			Lenovo	Lenovo	Lenovo	Windows 10	4.19 pounds	14.9 x 10.2 x 0.9 inches	14.88 x 10.24 x 0.9 inches		AMD	2	SDRAM		Serial ATA			1 Lithium ion batteries required. (included)			PC											https://www.amazon.com//Lenovo-Ideapad-Flagship-Performance-A9-9420/dp/B07C4QZNM4/ref=sr_1_4937?qid=1575100803&s=computers-intl-ship&sr=1-4937
$401.56	27 inches											Acer	UM.HB6AA.B03	UM.HB6AA.B03	N/A	9.7 pounds	24.2 x 2.4 x 14.5 inches	24.2 x 2.4 x 14.5 inches	Black													Corded-Electric			Click here for Proposition 65 warning						https://www.amazon.com//Acer-B276HK-LED-LCD-Monitor/dp/B071L58MQP/ref=sr_1_4938?qid=1575100803&s=computers-intl-ship&sr=1-4938
$499.00			3.5 GHz AMD R Series	8 GB ddr4_sdram	1 TB		AMD Radeon Vega 8		802.11b, 802.11g, 802.11n	2		HP	Pavilion 590-POO24	3LA53AA	Windows 10	11.4 pounds	6.7 x 10.9 x 13.3 inches	6.69 x 10.91 x 13.31 inches	silver	AMD	4	DDR SDRAM		Serial ATA-150		DVD+R, CD-R, DVD-R				PC		AC		2666 MHz							https://www.amazon.com//2018-HP-Desktop-PC-2200G/dp/B07F3GFDPF/ref=sr_1_4939?qid=1575100803&s=computers-intl-ship&sr=1-4939
	17.3 inches	1920x1080 pixels	1.8 GHz 8032	16 GB DDR4	1000 GB flash_memory_solid_state	NVIDIA GeForce GTX 1050	nvidia	Dedicated	802.11ac	2		ASUS	ASUS VivoBook Pro	NA	Windows 10	4.6 pounds	16.2 x 10.6 x 0.8 inches	16.2 x 10.6 x 0.8 inches	Star Gray	Intel	4		256 GB	Serial ATA	5400 RPM		1 Lithium ion batteries required.									4 GB					https://www.amazon.com//VivoBook-i7-8550U-GeForce-Windows-N705UD-EH76/dp/B07CV9ZFCH/ref=sr_1_4940?qid=1575100803&s=computers-intl-ship&sr=1-4940
$579.00	15.6 inches	1366 x 768	2.7 GHz Intel Core i7	16 GB DDR4	512 GB SSD	Intel HD Graphics 620	intel	Integrated	802.11ac, Bluetooth	2		HP	HP 15-AY122CL	NA	Windows 10	6.08 pounds	15.1 x 10 x 1 inches	15.13 x 10.02 x 0.96 inches		Intel	2	DDR SDRAM	512 GB	Solid State				1366 x 768 HD	7.75 hours	Home and Business Touchscreen HD Laptop		AC & Battery		2133 GHz							https://www.amazon.com//Flagship-HP-Business-Touchscreen-Bluetooth/dp/B07NST2SHK/ref=sr_1_4941?qid=1575100803&s=computers-intl-ship&sr=1-4941
$1,199.00	13 inches	3000x2000 pixels	1.7 GHz Intel Core i5	8 GB DDR3	Flash Memory Solid State		intel	Integrated	802.11g		2	Lenovo	Lenovo Thinkpad	20KJ0019US	Windows 10 Pro	5.5 pounds	3.7 x 11.5 x 15.2 inches	3.7 x 11.5 x 15.2 inches		Intel	4		256.0			No Optical Drive	1 Lithium Polymer batteries required. (included)						120 volts	2133 MHz		8 GB					https://www.amazon.com//Lenovo-TAB-GEN-13IN-8GB/dp/B07CYRQGZQ/ref=sr_1_4942?qid=1575100803&s=computers-intl-ship&sr=1-4942
$353.40	15.6 inches	1366x768	1.1 GHz Pentium	8 GB	1 TB HDD 5400 rpm	Intel UHD Graphics 605	Intel	integrated	802.11ac			HP	Pavilion	15-bs289	Windows 10	4.85 pounds	14.9 x 10 x 0.9 inches	14.9 x 10 x 0.9 inches		Intel	4	DDR4 SDRAM		Serial ATA			1 Lithium ion batteries required.	1366x768	7 hours	PC											https://www.amazon.com//HP-Touchscreen-Computer-Quad-Core-Bluetooth/dp/B07RYLSPZV/ref=sr_1_4943?qid=1575100803&s=computers-intl-ship&sr=1-4943
$24.99	6 inches											PUBNI				2.8 pounds	7 x 3.1 x 6.1 inches	7 x 3.1 x 6.1 inches																							https://www.amazon.com//PUBNI-Disney-Princess-Electronic-Library/dp/1503716759/ref=sr_1_4944?qid=1575100803&s=computers-intl-ship&sr=1-4944
$779.04	15.6 inches	1366 x 768	1.6 GHz Intel Core i5	16 GB	1 TB mechanical_hard_drive	Intel graphics	intel		802.11b/g, 802.11bgn, 802.11b			Lenovo	LENOVO laptop		Windows 10	5 pounds	12.8 x 9.2 x 0.7 inches	12.8 x 9.2 x 0.7 inches		Intel	4	DDR4 SDRAM		Serial ATA						PC											https://www.amazon.com//Lenovo-ThinkPad-Notebook-Bluetooth-Accessories/dp/B07WGJ5RJ7/ref=sr_1_4945?qid=1575100806&s=computers-intl-ship&sr=1-4945
$109.99	13.3 inches	1366x768 pixels	1.6 GHz Intel Celeron	2 GB SDRAM	32 GB SSD	Intel HD Graphics	Intel HD Graphics	Integrated	802.11bgn	2	1	HP	FBA_13-c110nr	13-c110nr	Windows 10	3.42 pounds	9 x 13.1 x 0.1 inches	9.02 x 13.12 x 0.08 inches	Cobalt Blue	Intel	2	DDR3 SDRAM	32.0	eSATA		No Optical Drive	1 Lithium Polymer batteries required. (included)		8.3 hours	PC		AC & Battery		1600 MHz							https://www.amazon.com//2016-HP-Stream-13-3-Laptop/dp/B015CQ8PNA/ref=sr_1_4946?qid=1575100806&s=computers-intl-ship&sr=1-4946
$1,479.99	14 inches	1920 x 1080	1.8 GHz Intel Core i7	16 GB DDR4 SoDIMM	1 TB SSD	Intel UHD Graphics 620	Intel	Integrated	802.11ac			Lenovo	Lenovo ThinkPad	T480s	Windows 10 Pro 64-Bit	5.65 pounds	8.9 x 13 x 0.7 inches	8.92 x 13.03 x 0.72 inches	Black	Intel	4	SODIMM	1 TB	Solid State			1 Lithium ion batteries required. (included)			PC											https://www.amazon.com//Lenovo-ThinkPad-T480s-1920x1080-Anti-Glare/dp/B07PM7MDGV/ref=sr_1_4947?qid=1575100806&s=computers-intl-ship&sr=1-4947
$64.91	7 inches			8 GB	8 GB	1500						Samsung			Android 4.4 KitKat	1.1 pounds	7.9 x 4.9 x 1.9 inches	7.9 x 4.9 x 1.9 inches	black		4		8 GB				1 Lithium ion batteries required.		12 hours	Android	150 lines_per_inch										https://www.amazon.com//Samsung-Galaxy-Black-Wi-Fi-SM-T113NYKAXAC/dp/B01KOZ0JF6/ref=sr_1_4948?qid=1575100806&s=computers-intl-ship&sr=1-4948
$519.00	14 inches	HD (1366 x 768)	2.2 GHz Intel Core i3	8 GB DDR	512 GB SSD		Intel		802.11ac			HP	HP	HP	Windows 10 S	4.45 pounds	8.9 x 12.8 x 0.8 inches	8.89 x 12.76 x 0.78 inches	Silver	Intel	2	DDR SDRAM	512 GB	Solid State				HD (1366 x 768)		Business Laptop											https://www.amazon.com//Flagship-HP-Business-Dual-Core-Bluetooth/dp/B07LG276C9/ref=sr_1_4949?qid=1575100806&s=computers-intl-ship&sr=1-4949
$559.99		4096x2304@60Hz	4 GHz Intel Core i5	16 GB ddr4_sdram	1 TB HDD 7200 rpm	Intel UHD Graphics 630	Intel		802.11abg			HP			Windows 10	16.87 pounds	10.9 x 6.7 x 13.3 inches	10.9 x 6.69 x 13.31 inches		Intel	6	GDDR4	512 GB	Serial ATA-600				4096 x 2304		PC						64.00					https://www.amazon.com//HP-Pavilion-Performance-Desktop-USB-Type/dp/B07THDPH13/ref=sr_1_4950?qid=1575100806&s=computers-intl-ship&sr=1-4950
$189.00	15.6 inches		1.1 GHz Pentium	4 GB	1 TB HDD 5400 rpm	Intel HD Graphics 505	Intel	integrated	802.11ac	1		Lenovo	Lenovo Ideapad 320 Laptop	Lenovo Ideapad 320 Laptop	Windows 10 Home	4.84 pounds	14.9 x 10.2 x 0.9 inches	14.88 x 10.24 x 0.9 inches	Blue	Intel	2	DDR3 SDRAM	1 TB	Serial ATA	5400 RPM		1 Lithium ion batteries required. (included)	1366x768		PC		AC & Battery									https://www.amazon.com//Lenovo-320-15-6-inch-Laptop-Quad-Core/dp/B07CG4Q8LS/ref=sr_1_4951?qid=1575100806&s=computers-intl-ship&sr=1-4951
$99.99	10.1 inches	1280*800	1.2 GHz Cortex	1 GB	16 GB	On board			802.11bgn			IVIEW		IVIEW-1070TPCII	Android 6.0 Marshmallow	1.15 pounds	9.9 x 6.6 x 0.4 inches	9.92 x 6.56 x 0.39 inches	Black	Allwinner	4		16 GB				2 Lithium Polymer batteries required. (included)	1280x800	8 hours	Android	2 MP	AC & Battery									https://www.amazon.com//IVIEW-1070TPC-II-Android-Tablet-Display-Bluetooth/dp/B078PZGG3W/ref=sr_1_4952?qid=1575100806&s=computers-intl-ship&sr=1-4952
$539.00	13.3 inches		3.8 GHz AMD R Series	12 GB DDR4	256 GB flash_memory_solid_state	AMD						Dell	Delllaptop	NA	Windows 10	5.1 pounds			grey	AMD	4	DDR4 SDRAM	256 GB	Solid State			1 Lithium ion batteries required. (included)			PC								15.1 x 13.4 x 3 inches			https://www.amazon.com//Latest_Dell-Screen-Backlit-Keyboard-Windows_10/dp/B07MPBQ23Q/ref=sr_1_4953?qid=1575100806&s=computers-intl-ship&sr=1-4953
$1,019.00	15.6 inches	1920 x 1080	2.2 GHz Intel Core i7	16 GB	512 GB SSD	NVIDIA GeForce GTX 1060	Nvidia	Dedicated	802.11ac			Acer	Acer	Acer	Windows 10	5.51 pounds	12.8 x 9.2 x 0.7 inches	12.8 x 9.2 x 0.7 inches		Intel	6	DDR3 SDRAM	512 GB	Serial ATA				1920 x 1080		PC											https://www.amazon.com//Premium-Acer-Predator-i7-8750H-Windows/dp/B07SRPCQTG/ref=sr_1_4954?qid=1575100806&s=computers-intl-ship&sr=1-4954
$1,379.99	13.3 inches	1920 x 1080	8032	DDR3	flash_memory_solid_state	Core i7-8665U	Intel	Integrated		1		Lenovo	Lenovo Thinkpad	20NN001DUS		4.4 pounds	8.6 x 12.2 x 0.6 inches	8.6 x 12.2 x 0.6 inches			1	DDR4 SDRAM	512.00	Serial ATA	0.01	No Optical Drive	1 Lithium ion batteries required.						120 volts								https://www.amazon.com//Lenovo-20NN001DUS-X390-Yoga-512G/dp/B07SQ2HK4N/ref=sr_1_4955?qid=1575100806&s=computers-intl-ship&sr=1-4955
$1,249.97	15.6 inches		2.8 GHz Intel Core i7	32 GB	2256 GB SSD	NVIDIA GeForce GTX 1060	nvidia	Dedicated				Lenovo	Lenovo Legion	NA	Windows 10	8.9 pounds			Black	Intel	4	SDRAM	256 GB	Serial ATA						PC								18.7 x 14.4 x 4.2 inches			https://www.amazon.com//Lenovo-Backlit-i7-7700HQ-Quad-Core-Keyboard/dp/B07JQCKK6Z/ref=sr_1_4956?qid=1575100806&s=computers-intl-ship&sr=1-4956
$1,149.00	15.4 inches	2880 x 1800	2.5 GHz	16 GB DDR3	512 GB	Intel Iris Pro	NVIDIA	Dedicated, Integrated	802.11abg, Bluetooth			Apple	Macbook Pro	MGXC2LL/A	Mac OS X	4.46 pounds	9.7 x 14.1 x 0.7 inches	9.73 x 14.13 x 0.71 inches		Intel	4	DDR3 SDRAM		Solid State			1 Lithium Polymer batteries required.		8.5 hours	Mac	1 MP										https://www.amazon.com//Apple-MacBook-Laptop-Retina-Display/dp/B017A6X4V8/ref=sr_1_4957?qid=1575100806&s=computers-intl-ship&sr=1-4957
$884.81	13.3 inches	1920x1080	1.6 GHz Intel Core i5	8 GB DDR3	256 GB flash_memory_solid_state	Intel UHD Graphics 620	intel	Integrated	802.11ac			Dell	Dell 13 XPS9360 Touch Notebook	Dell XPS 13 9360 Touch Laptop	Windows 10	5.32 pounds	12 x 7.8 x 0.6 inches	11.96 x 7.85 x 0.56 inches	Gold	Intel	4	DDR3 SDRAM	256 GB	Solid State				1920x1080		PC		AC & Battery									https://www.amazon.com//Dell-XPS-9360-Touch-Screen-Laptop/dp/B07SHC6CXT/ref=sr_1_4958?qid=1575100806&s=computers-intl-ship&sr=1-4958
	13.5 inches	1280 x 800 pixels	8032	16 GB DDR	flash_memory_solid_state	Integrated	intel	Integrated	802.11ac	1		Microsoft	DAL-00092			2.83 pounds	7 x 5 x 6 inches	7 x 5 x 6 inches	Black		16		512.00	ATA-4	1									1 GHz		1 GB					https://www.amazon.com//Microsoft-Surface-Laptop-Version-Renewed/dp/B07W3HC51G/ref=sr_1_4959?qid=1575100806&s=computers-intl-ship&sr=1-4959
$243.84	14 inches	1920 x 1080 pixels	2.1 GHz MediaTek_MT8127	4 GB DDR4	Flash Memory Solid State		PowerVR	Integrated	802.11ac		1	Lenovo	Chromebook S330	81JW000JUS	Chrome OS	3.31 pounds	18 x 12 x 2.5 inches	18 x 12 x 2.5 inches		Qualcomm	2	DDR4 SDRAM	64	Solid State	7200 RPM	No Optical Drive	1 Lithium ion batteries required. (included)														https://www.amazon.com//Lenovo-81JW000JUS-Chromebook-S330/dp/B07MZY4FBG/ref=sr_1_4960?qid=1575100806&s=computers-intl-ship&sr=1-4960
$459.00	15.6 inches	1920x1080	3 GHz AMD A Series	12 GB	1 TB HDD 5400 rpm	AMD Radeon R5	amd		802.11ac			Acer	Aspire 3	Aspire 3	Windows 10	4.6 pounds	15 x 10.2 x 0.8 inches	15.02 x 10.2 x 0.82 inches		AMD	2	DDR4 SDRAM		Serial ATA	5400 RPM		1 Lithium ion batteries required. (included)	1920x1080		PC											https://www.amazon.com//Acer-Aspire-Premium-Computer-Bluetooth/dp/B07T7MVC78/ref=sr_1_4961?qid=1575100809&s=computers-intl-ship&sr=1-4961
$149.99	14 inches	1920 x 1080	1.1 GHz Celeron N3350	4 GB	32 GB emmc	Intel HD Graphics		Integrated	802.11bgn			HP	Intel HD Graphics	14-ca043cl	Chrome OS	4.65 pounds	13.3 x 8.9 x 0.7 inches	13.27 x 8.94 x 0.72 inches	Chalkboard Gray	Intel Celeron N3350	1	DDR4 SDRAM	32 GB	Serial ATA	2400.00			1920 x 1080	10 hours	PC											https://www.amazon.com//HP-Chromebook-14-ca043cl-Full-HD-Anti-Glare/dp/B07RMJWC4W/ref=sr_1_4962?qid=1575100809&s=computers-intl-ship&sr=1-4962
$1,299.00	13.3 inches	1920 x 1080	1.8 GHz Intel Mobile CPU	16 GB DDR4	512 GB flash_memory_solid_state	Intel	intel	Integrated				HP	Spectre x360	13-AP0033DX	Windows 10	2.92 pounds	12.2 x 8.6 x 0.6 inches	12.2 x 8.6 x 0.6 inches	Poseidon Blue	Intel	4	DDR4 SDRAM	512 GB	Solid State			1 Lithium ion batteries required. (included)			PC		AC & Battery									https://www.amazon.com//Touchscreen-i7-8565U-Keyboard-Fingerprint-Thunderbolt/dp/B07NS52FWX/ref=sr_1_4963?qid=1575100809&s=computers-intl-ship&sr=1-4963
$89.00	10 inches					2						LNBEI				1.98 pounds	0.8 x 0.3 x 0.6 inches	0.79 x 0.31 x 0.59 inches	Silver & White(2GB+32GB)										1 years		800 pixels										https://www.amazon.com//Android-Tablet-Unlocked-Screen-Protector/dp/B07NQ8S1QF/ref=sr_1_4964?qid=1575100809&s=computers-intl-ship&sr=1-4964
$555.00	17.3 inches	1600 x 900	2.2 GHz Intel Core i3	8 GB	1 TB HDD	Intel UHD Graphics 620	Intel	Integrated				HP	HP	HP	Windows 10 Home	5.52 pounds	16.3 x 10.7 x 1 inches	16.33 x 10.72 x 0.96 inches		Intel	2	DDR4 SDRAM		Serial ATA				1600 x 900		PC											https://www.amazon.com//HP-Pavilion-i3-8130U-Graphics-Bluetooth/dp/B07XV3GQC9/ref=sr_1_4965?qid=1575100809&s=computers-intl-ship&sr=1-4965
$509.00	14 inches	1366 x 768 pixels	2.4 GHz A-Series Dual-Core A4-4300M	4 GB DDR4	16 GB Mechanical Hard Drive	Intel HD Graphics 620	Intel	Dedicated, Integrated	802.11ac	4	2	HP	HP Notebook	HP 15	Windows 10	1 pounds	14.8 x 9.7 x 0.9 inches	14.8 x 9.69 x 0.89 inches	Gray	Intel	2	DDR4 SDRAM	512.00	Serial ATA	5400 RPM	DVD-RW	1 Lithium ion batteries required. (included)		8.65 hours	PC				2400 MHz							https://www.amazon.com//HP-Mobile-E3T73UT-ABA-14-Inch/dp/B00GVW49CQ/ref=sr_1_4966?qid=1575100809&s=computers-intl-ship&sr=1-4966
$418.50	15.6 inches	1366 X 768 HD	2.1 GHz Intel Core i3	4 GB DDR3	1 TB HDD 5400 rpm	Intel HD Graphics 5500	intel	Integrated, Dedicated	802.11ac, 802.11a			Dell	Dell-Inspiron-i3558	Dell-Inspiron-i3558	Windows 10	4.85 pounds	15 x 10.2 x 0.9 inches	15 x 10.2 x 0.9 inches		Intel	2	DDR3 SDRAM		Serial ATA	5400 RPM		1 Lithium ion batteries required.	1366x768	8 hours	PC		AC & Battery									https://www.amazon.com//Dell-Inspiron-15-6-Inches-i3-5015U-Windows/dp/B01L9VT482/ref=sr_1_4967?qid=1575100809&s=computers-intl-ship&sr=1-4967
$399.99	11.6 inches		1.6 GHz Pentium	4 GB DDR3L	500 GB mechanical_hard_drive	Intel HD Graphics		Integrated	802.11bgn			Dell	Inspiron	Inspiron	Windows 10	4.75 pounds	16.1 x 10.3 x 3 inches	16.1 x 10.3 x 3 inches	Gray	Intel	4	DDR3 SDRAM		Serial ATA	5400.00		1 Lithium Polymer batteries required.		7.5 hours	PC											https://www.amazon.com//Dell-Inspiron-Convertible-Touchscreen-Laptop/dp/B07BK4NDVW/ref=sr_1_4968?qid=1575100809&s=computers-intl-ship&sr=1-4968
$122.99	10.1 inches		1.83 GHz Intel Atom	2 GB DDR3	32 GB SSD	Intel HD Graphics		Integrated	802.11n	2		RCA	Cambio	cambio 10.1	Windows 10	2.1 pounds	10.2 x 1.1 x 6.5 inches	10.2 x 1.15 x 6.5 inches	Black	Intel	4	DDR3 SDRAM	32 GB	eSATA			1 Lithium ion batteries required. (included)	1280×800	6 hours	Windows	800 MP	AC & Battery									https://www.amazon.com//RCA-10-1-Detachable-Keyboard-Windows/dp/B01E0B7Y2G/ref=sr_1_4969?qid=1575100809&s=computers-intl-ship&sr=1-4969
$64.99	10 inches	1024 x 600	1.5 GHz	32 GB	8 GB	n/a			802.11bgn			Sungale	Touch		Android 4.4 KitKat	1.3 pounds					4		8 GB				1 Lithium Polymer batteries required. (included)		6 hours	Android	2 MP	AC & Battery						13.7 x 7.7 x 1.2 inches			https://www.amazon.com//Sungale-Hi-resolution-capacity-capacitive-download/dp/B07791P6BD/ref=sr_1_4970?qid=1575100809&s=computers-intl-ship&sr=1-4970
$369.99	15.6 inches	1366 x 768	3.1 GHz AMD A Series	4 GB DDR4	1 TB Mechanical Hard Drive		AMD	Integrated	802.11b, 802.11g	1	2	HP	15-db0048nr	5YH24UA	Windows 10 Home	4.34 pounds	14.8 x 9.7 x 0.9 inches	14.8 x 9.69 x 0.89 inches		AMD	2	DDR4 SDRAM		Serial ATA	5400 RPM	DVD-W	1 Lithium ion batteries required. (included)							1866 MHz							https://www.amazon.com//HP-5YH24UA-Laptop-15-db0048nr/dp/B07QR789JL/ref=sr_1_4972?qid=1575100809&s=computers-intl-ship&sr=1-4972
$539.59	15.6 inches	1366 x 768	2.1 GHz Intel Core i3	8 GB	256 GB SSD	Intel UHD Graphics 620	Intel	Integrated	802.11b/g, 802.11bgn, 802.11b			HP	HP	HP	Windows 10	3.84 pounds	14.1 x 9.5 x 0.8 inches	14.11 x 9.53 x 0.78 inches		Intel	2	DDR4 SDRAM		Serial ATA			1 Lithium ion batteries required.	1366 x 768		PC											https://www.amazon.com//HP-Flagship-Touchscreen-i3-8145U-Bluetooth/dp/B07Y1XTBQ2/ref=sr_1_4973?qid=1575100809&s=computers-intl-ship&sr=1-4973
$725.00	13.3 inches		1.8 GHz Intel Core i7	16 GB	512 GB SSD	NVIDIA GeForce MX150	nvidia	Dedicated	802.11b, 802.11g			HP	Envy 13t	1KT13UA	Windows 10	3.09 pounds	12 x 8.5 x 0.6 inches	12.02 x 8.49 x 0.61 inches	Silver	Intel	4	GDDR5	512	Solid State			1 Lithium ion batteries required.	3840x2160		PC				1600 MHz							https://www.amazon.com//HP-Envy-13-ad173cl-Touchscreen-Notebook/dp/B079NF5PQ8/ref=sr_1_4974?qid=1575100809&s=computers-intl-ship&sr=1-4974
$1,029.00	15.6 inches	1920x1080 pixels	2.8 GHz Intel Core i7	16 GB DDR4	256 GB Flash Memory Solid State	NVIDIA GeForce GTX 1060	NVIDIA	Dedicated			3	Lenovo	Lenovo Legion Y720	80VR0078US	Windows 10	7.04 pounds	15 x 1.1 x 10.9 inches	14.96 x 1.14 x 10.91 inches		Intel	4	DDR4 SDRAM	512.0	Solid State		No Optical Drive	1 Lithium Polymer batteries required. (included)		4 hours	PC						6 GB					https://www.amazon.com//Lenovo-i7-7700HQ-Processor-1060-6GB-Signature/dp/B06WVQ7SQL/ref=sr_1_4975?qid=1575100809&s=computers-intl-ship&sr=1-4975
$799.99	15.6 inches		1600 MHz Core i7-870	8 GB	128 GB flash_memory_solid_state	NVIDIA GeForce GTX 1050	intel	Dedicated				EZ	GL63 8RC-076		Windows 10	8.93 pounds				Intel	4	DDR3 SDRAM		eSATA	5400 RPM		1 Lithium ion batteries required. (included)			PC								19.6 x 13.3 x 4.2 inches			https://www.amazon.com//8RC-076-Gaming-Laptop-i7-8750H-Windows/dp/B07P74BSL1/ref=sr_1_4976?qid=1575100809&s=computers-intl-ship&sr=1-4976
$389.00	15.6 inches	1366x768	1.6 GHz Intel Core i5	8 GB DDR4	1 TB HDD 5400 rpm	Intel UHD Graphics 620	intel	Integrated	802.11ac			HP	HP Pavillion	T8TJG	Windows 10	4.67 pounds	15 x 11 x 2 inches	15 x 11 x 2 inches		Intel	4	DDR3 SDRAM	1 TB	Serial ATA			1 Lithium Polymer batteries required. (included)		7 hours	PC											https://www.amazon.com//HP-WLED-backlit-Quad-Core-Processor-Bluetooth/dp/B077DN8TY3/ref=sr_1_4977?qid=1575100812&s=computers-intl-ship&sr=1-4977
$50.59	8.9 inches	1280 x 800	8032		16 GB	1500			802.11bgn			Samsung	Galaxy Tab 8.9	GT-P7310MAYXAR	Android 3.1	15.8 ounces	0.3 x 6.2 x 9.1 inches	0.3 x 6.2 x 9.1 inches	Metallic Grey		1		16 GB				1 Lithium ion batteries required.		9 hours	Android	1 MP										https://www.amazon.com//Samsung-Galaxy-8-9-Inch-16GB-Wi-Fi/dp/B005Q0VR24/ref=sr_1_4978?qid=1575100812&s=computers-intl-ship&sr=1-4978
$315.00	14 inches		2.2 GHz Intel Core i3	4 GB SDRAM	128 GB SSD	Intel UHD Graphics 620	Intel	Integrated	802.11a			HP	HP 14.0 FHD IPS Laptop	HP 14.0 FHD IPS Laptop	Windows 10	4.5 pounds	12.8 x 8.9 x 0.8 inches	12.76 x 8.89 x 0.78 inches		Intel	2	DDR4 SDRAM	128 GB	Serial ATA			1 Lithium ion batteries required. (included)	1920x1080		PC		AC & Battery									https://www.amazon.com//HP-FHD-1920x1080-IPS-Laptop/dp/B07M65HHP5/ref=sr_1_4979?qid=1575100812&s=computers-intl-ship&sr=1-4979
$1,246.99			3.2 GHz Intel Core i7	32 GB DDR4	512 GB SSD	AMD Radeon RX 550	Intel					HP	Pavilion	590	Windows 10 Professional	11.35 pounds	10.9 x 6.7 x 13.4 inches	10.9 x 6.69 x 13.39 inches	Silver	Intel	6	DDR SDRAM		Solid State		DVD-W				PC				2666 MHz							https://www.amazon.com//HP-Pavilion-590-Desktop-Graphics/dp/B07FTTB19R/ref=sr_1_4980?qid=1575100812&s=computers-intl-ship&sr=1-4980
